# y+ ()       
# Time        	patch         	min           	max           	average       
61.8          	bottomWall	5.232953e-01	1.476573e+00	6.426380e-01
61.8          	topWall	4.872064e-01	1.546679e+00	6.450961e-01
61.9          	bottomWall	5.243399e-01	1.507982e+00	6.427617e-01
61.9          	topWall	4.879246e-01	1.509550e+00	6.447400e-01
62            	bottomWall	5.206839e-01	1.549011e+00	6.425967e-01
62            	topWall	4.918522e-01	1.468541e+00	6.446851e-01
62.1          	bottomWall	5.203678e-01	1.531152e+00	6.425710e-01
62.1          	topWall	4.942693e-01	1.576219e+00	6.446402e-01
62.2          	bottomWall	5.185316e-01	1.666876e+00	6.425652e-01
62.2          	topWall	4.976888e-01	1.530354e+00	6.445943e-01
62.3          	bottomWall	5.167793e-01	1.654184e+00	6.427905e-01
62.3          	topWall	5.012779e-01	1.613967e+00	6.444474e-01
62.4          	bottomWall	5.152988e-01	1.647191e+00	6.426999e-01
62.4          	topWall	5.033867e-01	1.481939e+00	6.442947e-01
62.5          	bottomWall	5.148110e-01	1.487897e+00	6.425121e-01
62.5          	topWall	5.085838e-01	1.573230e+00	6.444256e-01
62.6          	bottomWall	5.140832e-01	1.757718e+00	6.423431e-01
62.6          	topWall	5.095033e-01	1.544638e+00	6.444968e-01
62.7          	bottomWall	5.148221e-01	1.415784e+00	6.424314e-01
62.7          	topWall	5.162468e-01	1.623722e+00	6.446230e-01
62.8          	bottomWall	5.174738e-01	1.644738e+00	6.424740e-01
62.8          	topWall	5.121463e-01	1.691518e+00	6.446131e-01
62.9          	bottomWall	5.152933e-01	1.549044e+00	6.424981e-01
62.9          	topWall	5.083074e-01	1.629801e+00	6.443700e-01
63            	bottomWall	5.183666e-01	1.536562e+00	6.423062e-01
63            	topWall	5.047868e-01	1.520792e+00	6.442591e-01
63.1          	bottomWall	5.169580e-01	1.621905e+00	6.424823e-01
63.1          	topWall	5.010157e-01	1.549129e+00	6.441809e-01
